"DetailID","RiskSourceDet","txtDetCompositeWeight","BUManagerDet","OSVendorDet","txtLocation","Threat","Risk","Mitigations","Response","Customers","Impact","Controls","ControlsWeight","PolicyRate","PolicyWeight","InherentRisk","VendorRisk","VendorRiskWeight","MarketRisk","MarketRiskWeight","OperationalRisk","OperationalRiskWeight","ComplianceRisk","ComplianceRiskWeight","StrategicRisk","StrategicRiskWeight","ReputationRisk","ReputationRiskWeight","CreditRisk","CreditRiskWeight","FiduciaryRisk","FiduciaryRiskWeight","RegulatoryLegalRisk","RegulatoryLegalRiskWeight","HumanResourceRisk","HumanResourceRiskWeight","CompositeRisk","RiskRating","ReviewDate","BSARisk","RegulatoryRisk","CISPRisk","AuditRisk","ComplianceRiskCK","RedFlagRisk","Outsourced","RiskManagerDet","RiskManager2Det","RiskManager3Det","RiskManager4Det","PolicyDet","Policy2Det","Policy3Det","Policy4Det","FrequencyDet","PriorRating","IntPriorRating","Comments","Trend","LastReviewer","PriorRatingCalc","RiskTypeDet","Required","calInherentRiskRating","txtAuditReviewFreq","nbrVendorIRR","dteLastAudit","dteNextAudit","memAuditComments"
174,"Customer Information Security",5.00,"Information Technology","FIS - CCX","Electronic Banking","Customer financial information could be compromised by a rogue user/hacker if the bank and/or merchant capture vendor doesn't implement and maintain a secure method for the electronic delivery of item images.  The physical and logical security of remote capture equipment at the merchant site could be compromised by rogue users or hackers or accidentally by merchant employees.  Rogue RDC customers might use the different delivery channels for money laundering.  Roughe RDC customers might use RDC for deposit of items, then physically deposit the same items.  Rogue RDC users might alter the MICR line of deposit checks. (it might be more difficult to detect fraud items that are received through the RDC channel)  Insider fraud risk is increased since the Bank does not due background checks on the employees of the RDC customer.","Remote Deposit Capture:  The capture and transmission of monetary items from the merchant's or other location to the bank for processing","Merchant Capture equipment, installation, and support is provided through the bank's imaging vendor.  All merchant capture traffic is sent to the imaging vendor and then to the bank over an encrypted connection (128-bit SSL).  The Bank will configure layered security measures or multifactor authentication for RDC transactions to reduce transaction risk.  Bank management performs an annual vendor review to ensure the vendor is a stable company with no significant security concerns.   Merchant security is controlled through specific security agreements detailing physical and logical configuration parameters between the merchant, capture vendor, and the bank.  The Bank will provide and document annual training documentation to each RDC customer.  Training may include site visits and will include disposition of checks after transmission.  The contract between the Bank and RDC client will include settlement details and whether the items are routed through the ACH systems or through the check clearing system.   Foreign correspondent accounts are not permitted.","Immediate notification of the bank Information Security Officer and Senior Management and the initiation of formal incident response procedures as found in the Information Security Policy.",3.25,3.50,0.25,1.00,0.25,1.00,3.25,4.00,3.00,2.50,1.00,4.25,1.00,4.00,1.00,2.00,1.00,3.75,1.00,3.75,1.00,1.50,1.00,3.50,1.00,1.00,1.00,3.18,0.82,1/7/2011 0:00:00,0,1,1,0,0,1,1,"Jay Clevenger","Mike Tinsley",,,"Information Security Policy","Customer Identification Policy","Know Your Customer Policy","Red Flag Identity Thieft Policy","Annual",0.82,0.82,"FIS - Remote Deposit Capture","Threat Unchanged","mdt",,"Operational Risk",,3.29,,,,,
175,"Customer Information Security",5.00,"Information Technology","FIS - CCX","Electronic Banking","Unauthorized access to customer information or unauthorized access to Fidelity's CCX Website","Remote Deposit Capture: Bank Customer use of Commercial Capture Xpress for making deposits remotely.","Bank will review the SAS 70 from Fidelity as a part of the Annual Third Party Vendor Review.","Immediate notification of bank's Information Security Officer.   ISO will report breach to President.",3.25,3.00,0.50,1.00,0.50,1.00,2.00,3.50,3.00,2.50,1.00,4.00,1.00,3.75,1.00,2.00,1.00,4.00,1.00,3.75,1.00,1.50,1.00,3.50,1.00,2.00,1.00,3.12,1.42,1/7/2011 0:00:00,0,1,1,0,0,1,1,"Jay Clevenger","Mike Tinsley",,,"Information Security Policy","Customer Identification Policy","Know Your Customer Policy","Red Flag Identity Thieft Policy","Annual",1.42,1.42,"FIS","Threat Unchanged","mdt",,"Reputational Risk",,2.84,,,,,
178,"Customer Information Security",5.00,"Information Security","FIS - Card Processing","Electronic Banking","The Bank could be compromised by hackers compromising card internal network transactions with systems connected to the card processing systems.   Internal employees could steal card numbers and customer information.","ATM Processing - Liberty Bank Processing of Credit Card, Debit Card, and ATM Transactions","Annual PCI self assessment questionnaire completion and documentation.  Accomplishment of certified PCI scans for internal/external addresses, firewall configurations, and network policies.  Review of internal controls including card logs, card policies/procedures, and card disposition procedures during annual independent audits and PCI assessments.  Annual exams and reviews help identify potential weaknesses and security vulnerabilities.","Notification of security officer and convene appropriate committee.  Consider termination of merchant or processor relationship.  Disconnect affected system until data leak can be located.",3.25,3.00,0.25,1.00,0.25,1.00,2.50,4.00,3.00,2.50,1.00,4.00,1.00,3.75,1.00,1.75,1.00,4.00,1.00,2.50,1.00,1.50,1.00,3.00,1.00,1.50,1.00,3.04,0.73,1/7/2011 0:00:00,0,1,1,0,0,1,1,"Jay Clevenger","Mike Tinsley",,,"Information Security Policy","Customer Identification Policy","Know Your Customer Policy","Red Flag Identity Thieft Policy","Annual",0.72,0.73,"FIS Card Processing
Threat increasing due to increased fraud threats.","Threat Increasing","MDT",,"Reputational Risk",,2.94,,,,,
179,"Customer Information Security",5.00,"Electronic Banking Department",,"Electronic Banking","Could be divulged to unauthorized personnel creating an opportunity for customer and/or bank fraud.  Could be altered to prevent bank management from detecting fraudulent or illegal activities.","ATM - Applications and related reports for debit/ATM cards, closed card information, ATM/Debit card disputes, and captured card logs.","Documents physically locked in the issuing department for 90 days, then forwarded to warehouse storage.  Access is controlled by the department supervisor or designated alternate.  Disposal is handled according to the retention schedule.  Employees receive annual customer information security training.","Immediate notification of the bank Information Security Officer, compliance officer, and senior management.  Reconcilement of information to determine what is missing and what has been compromised.  Convene Senior Management to determine the proper course of action(s).",2.50,2.75,0.25,1.00,0.25,1.00,1.75,1.00,1.00,1.00,1.00,3.00,1.00,2.75,1.00,1.75,1.00,2.75,1.00,2.50,1.00,1.50,1.00,3.00,1.00,1.50,1.00,2.07,0.56,1/7/2011 0:00:00,0,1,1,0,0,1,0,"Jay Clevenger","Mike Tinsley",,,"Information Security Policy","Customer Identification Policy","Know Your Customer Policy","Red Flag Identity Thieft Policy","Annual",0.56,0.56,"Card Processing","Threat Unchanged","MDT",,"Operational Risk",,2.26,,,,,
180,"Customer Information Security",5.00,"Accounting",,"Electronic Banking","Could be divulged to unauthorized personnel creating an opportunity for customer and/or bank fraud.  Could be altered to prevent bank management from detecting fraudulent or illegal activities.  ","Customer Information - Applications and related reports for credit cards, closed card information, card disputes, and card logs.","Documents physically locked in the issuing department for 90 days, then forwarded to warehouse storage.  Access is controlled by the department supervisor or designated alternate.  Disposal is handled according to the retention schedule.  Employees receive annual customer information security training.","Immediate notification of the bank Information Security Officer, compliance officer, and senior management.  Reconcilement of information to determine what is missing and what has been compromised.  Convene Senior Management to determine the proper course of action(s).",2.25,3.75,0.25,1.00,0.25,1.00,3.00,3.00,1.00,1.00,1.00,3.25,1.00,3.00,1.00,2.00,1.00,3.75,1.00,1.00,1.00,1.00,1.00,2.75,1.00,1.00,1.00,2.17,0.69,1/7/2011 0:00:00,0,1,1,0,0,1,0,"Jay Clevenger","Mike Tinsley",,,"Information Security Policy","Customer Identification Policy","Know Your Customer Policy","Red Flag Identity Thieft Policy","Annual",0.69,0.69,"Card Processing","Threat Unchanged","MDT",,"Reputational Risk",,2.79,,,,,
181,"Customer Information Security",5.00,"Network Security",,"Electronic Banking","Bank employees could upload or download harmful files from a site to a local PC and infect the network.  Employees could post sensitive or illegal information on a public area.  Customers could post sensitive or defamatory information that could create legal or reputation issues.","Social Networking Sites (Facebook, Twitter, You Tube, etc.)","Bank Marketing staff review public areas such as Facebook walls for content daily.  Disclaimers on the wall warn visitors against posting sensitive or inappropriate information.","Immediate notification of bank Information Security Officer.  Convene Senior Management and implement incident response procedures.  Coordination with Bank network management or consultants to review network informaiton possbily compromised services until the issues are contained and resolved.",2.50,3.50,0.50,1.00,0.50,1.00,3.00,1.00,1.00,1.00,1.00,3.75,1.00,3.50,1.00,2.00,1.00,4.00,1.00,1.00,1.00,1.00,1.00,3.50,1.00,1.00,1.00,2.17,1.39,1/7/2011 0:00:00,0,1,1,0,0,1,0,"Jay Clevenger","Mike Tinsley",,,"Information Security Policy","Customer Identification Policy","Know Your Customer Policy","Red Flag Identity Thieft Policy","Annual",1.39,1.39,"Social Networking","Threat Increasing","MDT",,"Reputational Risk",,2.79,,,,,
195,"Physical Security",3.00,"Physical Security",,"All Locations","Security devices failing.","Physical Security - Management","Security devices are tested often.","Convene incident response team and notify Bank president and senior management.  Review physical security audit reports and react to bank employees or outside thieves accomplishing theft or fraud against the bank.",1.50,3.00,0.50,1.00,0.50,1.00,2.50,1.50,1.00,2.00,1.00,3.50,1.00,3.75,1.00,2.00,1.00,3.50,1.00,2.50,1.00,1.00,1.00,2.50,1.00,1.00,1.00,2.32,1.16,1/7/2011 0:00:00,0,0,0,1,0,0,0,"Jay Clevenger","Javaine Furnatter",,,"Bank Security Policy","Information Technology Operations Policy",,,"Annual",1.16,1.16,,"Threat Unchanged","MDT",,"Compliance Risk",,2.33,,,,,
208,"Audit",3.00,"Network Security",,"Information Systems","Loss of critical system.","Hardware / Software Inventories","Backups and disaster recovery site.","Convene incident response team to determine if systems were lost throuh fraud or negligience.  Research inventories to deterime when loss occurred and proper action to repalce or repair systems.",2.00,2.50,0.50,1.00,0.50,1.00,1.00,3.00,1.00,1.00,1.00,2.50,1.00,3.50,1.00,2.00,1.00,2.00,1.00,2.00,1.00,1.50,1.00,2.00,1.00,1.50,1.00,2.10,0.95,1/6/2011 11:27:29,0,0,0,1,0,0,0,"Amy Fitzgerald","Mike Tinsley"," "," ","Audit Policy",," ",,"Annual",0.95,0.95,,"Threat Unchanged","mdt",,"Compliance Risk",,1.90,"Annual",,3/10/2010 0:00:00,3/10/2011 0:00:00,
209,"Audit",3.00,"Executive Management",,"Information Systems","Inadequate controls or lack of employee training.","Bank Policies","External and internal audit review.  Policy training for employees by department to help ensure understanding of bank policy.","Notify security officer and convene incident response team.  Evaluate need to create or change current policies to rectify the security issue or risk.  Evaluate  policy issues and consider customer/public notification as necessary.  Document issues to prevent future recurrence.",2.00,2.50,0.50,1.00,0.50,1.00,1.00,1.50,1.00,1.00,1.00,3.25,1.00,4.00,1.00,1.50,1.00,2.00,1.00,1.50,1.00,1.00,1.00,2.50,1.00,1.00,1.00,1.92,0.92,1/6/2011 11:27:29,0,0,0,1,0,0,0,"Amy Fitzgerald","Mike Tinsley"," "," ","Audit Policy",," ",,"Annual",0.92,0.92,,"Threat Unchanged","mdt",,"Compliance Risk",,1.85,"Annual",,,,
210,"Audit",3.00,"Network Security",,"Information Systems","Undetected infection could compromise systems or decrease efficiency.","AntiVirus Program","Timely updates.  Verification and documentation of antivirus settings during technology audits.","Convene incident response team.  Isolate infected machines and perform foresnic investigation to ensure no lost data.",2.75,3.50,0.50,1.00,0.50,1.00,1.50,4.00,2.00,2.00,1.00,3.00,1.00,2.50,1.00,1.50,1.00,2.50,1.00,2.00,1.00,1.50,1.00,2.00,1.00,1.50,1.00,2.40,1.26,1/6/2011 11:27:29,0,0,0,1,0,0,0,"Amy Fitzgerald","Mike Tinsley"," "," ","Audit Policy","Information Technology Operations Policy"," ",,"Annual",1.26,1.26,"Trend Micro Office Scan","Threat Unchanged","mdt",,"Vendor Risk",,2.53,"Annual",,,,
211,"Audit",3.00,"Network Security",,"Information Systems","Loss of critical staff member or catastrophic event could lead to the inability to access key systems.","Network Documentation (Topologies, Key System Access, etc.)","Adequate documentation and cross training.","Notify security officer and IT committee to ensure current topology and documentation is integrated into the bank system as soon as possible to make sure bank is protected when personnel leave.",3.00,3.00,0.50,1.00,0.50,1.00,1.00,2.00,1.00,1.00,1.00,3.00,1.00,2.00,1.00,2.50,1.00,1.50,1.00,1.50,1.00,1.00,1.00,2.00,1.00,3.00,1.00,1.95,1.11,1/6/2011 11:27:29,0,0,0,1,0,0,0,"Amy Fitzgerald","Mike Tinsley"," "," ","Audit Policy","Information Technology Operations Policy"," ",,"Annual",1.11,1.11,,"Threat Unchanged","mdt",,"Operational Risk",,2.23,"Annual",,,,
